model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,portfolio_mode,selection_buffer,horizon_days,portfolio_group
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,-0.046665296650382555,0.088154016253729,-0.5293609824431404,-0.460942560630005,0.18841899396371825,-0.2144381488934246,0.5218356772760917,,20.0,84.0,buffered,0.15,3,none
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,-0.06060910933874305,0.08596440311111173,-0.7050489172873549,-0.5041779703376891,0.17320099756244262,-0.27851328815184306,0.5851221317542561,,20.0,84.0,buffered,0.1,3,none
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,-0.08472345214240352,0.0854134771331042,-0.99192135698181,-0.5451280184306126,0.1476755651551457,-0.38932443484485424,0.6955958549222798,,20.0,84.0,buffered,0.05,3,none
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,-0.10530378237943235,0.0872953334927415,-1.2062933740689383,-0.5821145094572671,0.1796754762087989,-0.4838959523626296,0.8595484826054774,,20.0,84.0,daily,0.0,3,none
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.06598518975580155,0.06690165937356576,0.9863012423556367,-0.15338013705096404,0.30321765768737374,0.30321765768737374,0.329940784603997,,0.0,84.0,buffered,0.1,3,subsector
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.06505821387891639,0.06613881969660952,0.9836615497124067,-0.17681675381586995,0.29895798282454433,0.29895798282454433,0.4000740192450037,,0.0,84.0,buffered,0.05,3,subsector
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.054940427215250005,0.06830293969874834,0.8043640208981635,-0.1761851409713969,0.25246434410817264,0.25246434410817264,0.5247964470762397,,0.0,84.0,daily,0.0,3,subsector
ridge_wind_weather_only,27020,386,0.0011196126427229505,0.02256437434235577,0.5066247224278312,0.01553824821464053,0.013071824080778529,2.1627733215179146,1.666514489496552,0.7774188821469157,0.04671816820072098,0.0651332333447021,0.7172708278349429,-0.22627781126263485,0.21468110625569403,0.21468110625569403,0.3047742413027387,,0.0,84.0,buffered,0.15,3,subsector
rolling_momentum_21d,27020,386,0.009733427937021016,0.069603627464127,0.49370836417468544,0.008035651344229266,0.002431819413383398,0.7255619390978021,0.23277165207510742,0.10858656116838712,0.044912986546171256,0.0962735105619887,0.4665144782193501,-0.21509519163246205,0.2063858667478822,0.2063858667478822,0.08308660251665433,,0.0,84.0,buffered,0.2,3,subsector
lagged_return_reversal,27020,386,0.0012208498661058199,0.023475139405094374,0.5090303478904515,0.017993124024294784,0.01854206218862825,1.665705286051222,1.9329263986033698,0.9016984187928984,0.041003097132000864,0.08794077638793286,0.46625807522012347,-0.3196266083492551,0.18841899396371825,0.18841899396371825,0.5218356772760917,,0.0,84.0,buffered,0.15,3,subsector
